Year,Match Number,Date,Stadium,City,Match,Match Details,Batting Team,Total Score,Column1,Bowler Name,Runs,Balls,Fours,Sixes,Strike Rate,Column2,Column3
2015,20th Match,28-February-2015,Eden Park,"Auckland, New Zealand",Australia vs New Zealand,"20th Match, Pool A (D/N), Auckland, February 28, 2015,
ICC Cricket World Cup",New Zealand,151,10,Daniel Vettori,10,0,41,2,0,0,4.1
2015,20th Match,28-February-2015,Eden Park,"Auckland, New Zealand",Australia vs New Zealand,"20th Match, Pool A (D/N), Auckland, February 28, 2015,
ICC Cricket World Cup",New Zealand,151,10,Adam Milne,3,0,6,0,0,0,2
2015,20th Match,28-February-2015,Eden Park,"Auckland, New Zealand",Australia vs New Zealand,"20th Match, Pool A (D/N), Auckland, February 28, 2015,
ICC Cricket World Cup",New Zealand,151,10,Corey Anderson,0.2,0,6,1,0,0,30
2015,20th Match,28-February-2015,Eden Park,"Auckland, New Zealand",Australia vs New Zealand,"20th Match, Pool A (D/N), Auckland, February 28, 2015,
ICC Cricket World Cup",Australia,152,9,Mitchell Johnson,6,1,68,0,1,0,11.33
2015,20th Match,28-February-2015,Eden Park,"Auckland, New Zealand",Australia vs New Zealand,"20th Match, Pool A (D/N), Auckland, February 28, 2015,
ICC Cricket World Cup",Australia,152,9,Mitchell Starc,9,0,28,6,0,4,3.11
2015,20th Match,28-February-2015,Eden Park,"Auckland, New Zealand",Australia vs New Zealand,"20th Match, Pool A (D/N), Auckland, February 28, 2015,
ICC Cricket World Cup",Australia,152,9,Pat Cummins,6.1,0,38,2,0,6,6.23
2015,20th Match,28-February-2015,Eden Park,"Auckland, New Zealand",Australia vs New Zealand,"20th Match, Pool A (D/N), Auckland, February 28, 2015,
ICC Cricket World Cup",Australia,152,9,Mitchell Marsh,1,0,11,0,0,0,11
2015,20th Match,28-February-2015,Eden Park,"Auckland, New Zealand",Australia vs New Zealand,"20th Match, Pool A (D/N), Auckland, February 28, 2015,
ICC Cricket World Cup",Australia,152,9,Glenn Maxwell,1,0,7,1,0,0,7
2015,21st Match,28-February-2015,W.A.C.A. Ground,"Perth, Australia",United Arab Emirates vs India,"21st Match, Pool B (D/N), Perth, February 28, 2015,
ICC Cricket World Cup",India,102,10,Bhuvneshwar Kumar,5,0,19,1,0,3,3.8
2015,21st Match,28-February-2015,W.A.C.A. Ground,"Perth, Australia",United Arab Emirates vs India,"21st Match, Pool B (D/N), Perth, February 28, 2015,
ICC Cricket World Cup",India,102,10,Umesh Yadav,6.3,2,15,2,0,3,2.38
2015,21st Match,28-February-2015,W.A.C.A. Ground,"Perth, Australia",United Arab Emirates vs India,"21st Match, Pool B (D/N), Perth, February 28, 2015,
ICC Cricket World Cup",India,102,10,Ravichandran Ashwin,10,1,25,4,0,1,2.5
2015,21st Match,28-February-2015,W.A.C.A. Ground,"Perth, Australia",United Arab Emirates vs India,"21st Match, Pool B (D/N), Perth, February 28, 2015,
ICC Cricket World Cup",India,102,10,Mohit Sharma,5,1,16,1,0,2,3.2
2015,21st Match,28-February-2015,W.A.C.A. Ground,"Perth, Australia",United Arab Emirates vs India,"21st Match, Pool B (D/N), Perth, February 28, 2015,
ICC Cricket World Cup",India,102,10,Ravindra Jadeja,5,0,23,2,0,0,4.6
2015,21st Match,28-February-2015,W.A.C.A. Ground,"Perth, Australia",United Arab Emirates vs India,"21st Match, Pool B (D/N), Perth, February 28, 2015,
ICC Cricket World Cup",United Arab Emirates,104,1,Mohammad Naveed,5,0,35,1,0,0,7
2015,21st Match,28-February-2015,W.A.C.A. Ground,"Perth, Australia",United Arab Emirates vs India,"21st Match, Pool B (D/N), Perth, February 28, 2015,
ICC Cricket World Cup",United Arab Emirates,104,1,Manjula Guruge,6,1,19,0,0,0,3.17
2015,21st Match,28-February-2015,W.A.C.A. Ground,"Perth, Australia",United Arab Emirates vs India,"21st Match, Pool B (D/N), Perth, February 28, 2015,
ICC Cricket World Cup",United Arab Emirates,104,1,Amjad Javed,2,0,12,0,0,0,6
2015,21st Match,28-February-2015,W.A.C.A. Ground,"Perth, Australia",United Arab Emirates vs India,"21st Match, Pool B (D/N), Perth, February 28, 2015,
ICC Cricket World Cup",United Arab Emirates,104,1,Krishnachandran Karate,3,0,17,0,0,0,5.67
2015,21st Match,28-February-2015,W.A.C.A. Ground,"Perth, Australia",United Arab Emirates vs India,"21st Match, Pool B (D/N), Perth, February 28, 2015,
ICC Cricket World Cup",United Arab Emirates,104,1,Mohammad Tauqir,2.5,0,21,0,0,0,8.4
2015,22nd Match,1-March-2015,Sky Stadium,"Wellington, New Zealand",England vs Sri Lanka,"22nd Match, Pool A, Wellington, March 01, 2015,
ICC Cricket World Cup",Sri Lanka,309,6,Lasith Malinga,10,0,63,1,0,2,6.3
2015,22nd Match,1-March-2015,Sky Stadium,"Wellington, New Zealand",England vs Sri Lanka,"22nd Match, Pool A, Wellington, March 01, 2015,
ICC Cricket World Cup",Sri Lanka,309,6,Suranga Lakmal,7.4,0,71,1,2,6,9.59
2015,22nd Match,1-March-2015,Sky Stadium,"Wellington, New Zealand",England vs Sri Lanka,"22nd Match, Pool A, Wellington, March 01, 2015,
ICC Cricket World Cup",Sri Lanka,309,6,Angelo Mathews,10,1,43,1,0,1,4.3
2015,22nd Match,1-March-2015,Sky Stadium,"Wellington, New Zealand",England vs Sri Lanka,"22nd Match, Pool A, Wellington, March 01, 2015,
ICC Cricket World Cup",Sri Lanka,309,6,Tillakaratne Dilshan,8.2,0,35,1,0,0,4.27
2015,22nd Match,1-March-2015,Sky Stadium,"Wellington, New Zealand",England vs Sri Lanka,"22nd Match, Pool A, Wellington, March 01, 2015,
ICC Cricket World Cup",Sri Lanka,309,6,Tillakaratne Dilshan,5.5,0,35,1,0,0,6.36
2015,22nd Match,1-March-2015,Sky Stadium,"Wellington, New Zealand",England vs Sri Lanka,"22nd Match, Pool A, Wellington, March 01, 2015,
ICC Cricket World Cup",Sri Lanka,309,6,Thisara Perera,8.1,0,55,1,0,0,6.79
2015,22nd Match,1-March-2015,Sky Stadium,"Wellington, New Zealand",England vs Sri Lanka,"22nd Match, Pool A, Wellington, March 01, 2015,
ICC Cricket World Cup",England,312,1,James Anderson,8,0,48,0,0,0,6
2015,22nd Match,1-March-2015,Sky Stadium,"Wellington, New Zealand",England vs Sri Lanka,"22nd Match, Pool A, Wellington, March 01, 2015,
ICC Cricket World Cup",England,312,1,Stuart Broad,10,1,67,0,0,1,6.7
2015,22nd Match,1-March-2015,Sky Stadium,"Wellington, New Zealand",England vs Sri Lanka,"22nd Match, Pool A, Wellington, March 01, 2015,
ICC Cricket World Cup",England,312,1,Chris Woakes,9.2,0,72,0,0,1,7.83
2015,22nd Match,1-March-2015,Sky Stadium,"Wellington, New Zealand",England vs Sri Lanka,"22nd Match, Pool A, Wellington, March 01, 2015,
ICC Cricket World Cup",England,312,1,Steven Finn,8,0,54,0,0,1,6.75
2015,22nd Match,1-March-2015,Sky Stadium,"Wellington, New Zealand",England vs Sri Lanka,"22nd Match, Pool A, Wellington, March 01, 2015,
ICC Cricket World Cup",England,312,1,Moeen Ali,10,0,50,1,0,0,5
2015,22nd Match,1-March-2015,Sky Stadium,"Wellington, New Zealand",England vs Sri Lanka,"22nd Match, Pool A, Wellington, March 01, 2015,
ICC Cricket World Cup",England,312,1,Joe Root,2,0,12,0,0,0,6
2015,23rd Match,1-March-2015,The Gabba,"Brisbane, Australia",Pakistan vs Zimbabwe,"23rd Match, Pool B (D/N), Brisbane, March 01, 2015,
ICC Cricket World Cup",Zimbabwe,235,7,Tinashe Panyangara,10,1,49,0,0,2,4.9
2015,23rd Match,1-March-2015,The Gabba,"Brisbane, Australia",Pakistan vs Zimbabwe,"23rd Match, Pool B (D/N), Brisbane, March 01, 2015,
ICC Cricket World Cup",Zimbabwe,235,7,Tendai Chatara,10,2,35,3,0,6,3.5
2015,23rd Match,1-March-2015,The Gabba,"Brisbane, Australia",Pakistan vs Zimbabwe,"23rd Match, Pool B (D/N), Brisbane, March 01, 2015,
ICC Cricket World Cup",Zimbabwe,235,7,Tawanda Mupariwa,8,1,36,1,0,3,4.5
2015,23rd Match,1-March-2015,The Gabba,"Brisbane, Australia",Pakistan vs Zimbabwe,"23rd Match, Pool B (D/N), Brisbane, March 01, 2015,
ICC Cricket World Cup",Zimbabwe,235,7,Sean Williams,10,1,48,2,0,1,4.8
2015,23rd Match,1-March-2015,The Gabba,"Brisbane, Australia",Pakistan vs Zimbabwe,"23rd Match, Pool B (D/N), Brisbane, March 01, 2015,
ICC Cricket World Cup",Zimbabwe,235,7,Hamilton Masakadza,3,0,14,0,0,0,4.67
2015,23rd Match,1-March-2015,The Gabba,"Brisbane, Australia",Pakistan vs Zimbabwe,"23rd Match, Pool B (D/N), Brisbane, March 01, 2015,
ICC Cricket World Cup",Zimbabwe,235,7,Elton Chigumbura,1,0,7,0,0,4,7
2015,23rd Match,1-March-2015,The Gabba,"Brisbane, Australia",Pakistan vs Zimbabwe,"23rd Match, Pool B (D/N), Brisbane, March 01, 2015,
ICC Cricket World Cup",Zimbabwe,235,7,Sikandar Raza,7,0,34,1,0,0,4.86
2015,23rd Match,1-March-2015,The Gabba,"Brisbane, Australia",Pakistan vs Zimbabwe,"23rd Match, Pool B (D/N), Brisbane, March 01, 2015,
ICC Cricket World Cup",Zimbabwe,235,7,Solomon Mire,1,0,9,0,0,1,9
2015,23rd Match,1-March-2015,The Gabba,"Brisbane, Australia",Pakistan vs Zimbabwe,"23rd Match, Pool B (D/N), Brisbane, March 01, 2015,
ICC Cricket World Cup",Pakistan,215,10,Mohammad Irfan,10,2,30,4,0,7,3
2015,23rd Match,1-March-2015,The Gabba,"Brisbane, Australia",Pakistan vs Zimbabwe,"23rd Match, Pool B (D/N), Brisbane, March 01, 2015,
ICC Cricket World Cup",Pakistan,215,10,Sohail Khan,10,0,45,0,0,0,4.5
2015,23rd Match,1-March-2015,The Gabba,"Brisbane, Australia",Pakistan vs Zimbabwe,"23rd Match, Pool B (D/N), Brisbane, March 01, 2015,
ICC Cricket World Cup",Pakistan,215,10,Rahat Ali,10,0,37,1,1,4,3.7
2015,23rd Match,1-March-2015,The Gabba,"Brisbane, Australia",Pakistan vs Zimbabwe,"23rd Match, Pool B (D/N), Brisbane, March 01, 2015,
ICC Cricket World Cup",Pakistan,215,10,Wahab Riaz,9.4,1,45,4,0,2,4.79
2015,23rd Match,1-March-2015,The Gabba,"Brisbane, Australia",Pakistan vs Zimbabwe,"23rd Match, Pool B (D/N), Brisbane, March 01, 2015,
ICC Cricket World Cup",Pakistan,215,10,Shahid Afridi,10,1,53,0,0,0,5.3
2015,24th Match,3-March-2015,Manuka Oval,"Canberra, Australia",South Africa vs Ireland,"24th Match, Pool B (D/N), Canberra, March 03, 2015,
ICC Cricket World Cup",Ireland,411,4,John Mooney,7,2,52,1,2,1,7.43
2015,24th Match,3-March-2015,Manuka Oval,"Canberra, Australia",South Africa vs Ireland,"24th Match, Pool B (D/N), Canberra, March 03, 2015,
ICC Cricket World Cup",Ireland,411,4,Max Sorensen,6,0,76,0,1,6,12.67
2015,24th Match,3-March-2015,Manuka Oval,"Canberra, Australia",South Africa vs Ireland,"24th Match, Pool B (D/N), Canberra, March 03, 2015,
ICC Cricket World Cup",Ireland,411,4,Kevin O Brien,7,0,95,1,0,0,13.57
2015,24th Match,3-March-2015,Manuka Oval,"Canberra, Australia",South Africa vs Ireland,"24th Match, Pool B (D/N), Canberra, March 03, 2015,
ICC Cricket World Cup",Ireland,411,4,George Dockrell,10,0,56,0,0,0,5.6
2015,24th Match,3-March-2015,Manuka Oval,"Canberra, Australia",South Africa vs Ireland,"24th Match, Pool B (D/N), Canberra, March 03, 2015,
ICC Cricket World Cup",Ireland,411,4,Paul Stirling,10,0,68,0,0,0,6.8
2015,24th Match,3-March-2015,Manuka Oval,"Canberra, Australia",South Africa vs Ireland,"24th Match, Pool B (D/N), Canberra, March 03, 2015,
ICC Cricket World Cup",Ireland,411,4,Andy McBrine,10,0,63,2,0,0,6.3
2015,24th Match,3-March-2015,Manuka Oval,"Canberra, Australia",South Africa vs Ireland,"24th Match, Pool B (D/N), Canberra, March 03, 2015,
ICC Cricket World Cup",South Africa,210,10,Dale Steyn,8,0,39,2,0,0,4.88
2015,24th Match,3-March-2015,Manuka Oval,"Canberra, Australia",South Africa vs Ireland,"24th Match, Pool B (D/N), Canberra, March 03, 2015,
ICC Cricket World Cup",South Africa,210,10,Kyle Abbott,8,0,21,4,0,1,2.63
2015,24th Match,3-March-2015,Manuka Oval,"Canberra, Australia",South Africa vs Ireland,"24th Match, Pool B (D/N), Canberra, March 03, 2015,
ICC Cricket World Cup",South Africa,210,10,Morne Morkel,9,0,34,3,0,3,3.78
2015,24th Match,3-March-2015,Manuka Oval,"Canberra, Australia",South Africa vs Ireland,"24th Match, Pool B (D/N), Canberra, March 03, 2015,
ICC Cricket World Cup",South Africa,210,10,Imran Tahir,10,1,50,0,0,0,5
2015,24th Match,3-March-2015,Manuka Oval,"Canberra, Australia",South Africa vs Ireland,"24th Match, Pool B (D/N), Canberra, March 03, 2015,
ICC Cricket World Cup",South Africa,210,10,Farhaan Behardien,2,0,13,0,0,0,6.5
2015,24th Match,3-March-2015,Manuka Oval,"Canberra, Australia",South Africa vs Ireland,"24th Match, Pool B (D/N), Canberra, March 03, 2015,
ICC Cricket World Cup",South Africa,210,10,Rilee Rossouw,2,0,13,0,0,0,6.5
2015,24th Match,3-March-2015,Manuka Oval,"Canberra, Australia",South Africa vs Ireland,"24th Match, Pool B (D/N), Canberra, March 03, 2015,
ICC Cricket World Cup",South Africa,210,10,Faf du Plessis,4,0,30,0,0,5,7.5
2015,24th Match,3-March-2015,Manuka Oval,"Canberra, Australia",South Africa vs Ireland,"24th Match, Pool B (D/N), Canberra, March 03, 2015,
ICC Cricket World Cup",South Africa,210,10,AB de Villiers,2,0,7,1,0,0,3.5
2015,25th Match,4-March-2015,McLean Park,"Napier, New Zealand",Pakistan vs United Arab Emirates,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup",United Arab Emirates,339,6,Mohammad Naveed,10,0,50,1,1,1,5
2015,25th Match,4-March-2015,McLean Park,"Napier, New Zealand",Pakistan vs United Arab Emirates,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup",United Arab Emirates,339,6,Manjula Guruge,8,0,56,4,0,2,7
2015,25th Match,4-March-2015,McLean Park,"Napier, New Zealand",Pakistan vs United Arab Emirates,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup",United Arab Emirates,339,6,Amjad Javed,9,0,76,0,0,2,8.44
2015,25th Match,4-March-2015,McLean Park,"Napier, New Zealand",Pakistan vs United Arab Emirates,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup",United Arab Emirates,339,6,Mohammad Tauqir,10,0,52,0,0,1,5.2
2015,25th Match,4-March-2015,McLean Park,"Napier, New Zealand",Pakistan vs United Arab Emirates,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup",United Arab Emirates,339,6,Khurram Khan,3,0,21,0,0,0,7
2015,25th Match,4-March-2015,McLean Park,"Napier, New Zealand",Pakistan vs United Arab Emirates,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup",United Arab Emirates,339,6,Krishnachandran Karate,8,0,58,0,0,0,7.25
2015,25th Match,4-March-2015,McLean Park,"Napier, New Zealand",Pakistan vs United Arab Emirates,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup",United Arab Emirates,339,6,Rohan Mustafa,2,0,23,0,0,6,11.5
2015,25th Match,4-March-2015,McLean Park,"Napier, New Zealand",Pakistan vs United Arab Emirates,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup",Pakistan,210,8,Mohammad Irfan,3,1,2,0,0,0,0.67
2015,25th Match,4-March-2015,McLean Park,"Napier, New Zealand",Pakistan vs United Arab Emirates,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup",Pakistan,210,8,Sohail Khan,9,2,54,2,0,3,6
2015,25th Match,4-March-2015,McLean Park,"Napier, New Zealand",Pakistan vs United Arab Emirates,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup",Pakistan,210,8,Rahat Ali,10,0,30,1,0,2,3
2015,25th Match,4-March-2015,McLean Park,"Napier, New Zealand",Pakistan vs United Arab Emirates,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup",Pakistan,210,8,Wahab Riaz,10,1,54,2,0,3,5.4
2015,25th Match,4-March-2015,McLean Park,"Napier, New Zealand",Pakistan vs United Arab Emirates,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup",Pakistan,210,8,Shahid Afridi,10,1,35,2,0,3,3.5
2015,25th Match,4-March-2015,McLean Park,"Napier, New Zealand",Pakistan vs United Arab Emirates,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup",Pakistan,210,8,Sohaib Maqsood,5,0,16,1,0,1,3.2
2015,25th Match,4-March-2015,McLean Park,"Napier, New Zealand",Pakistan vs United Arab Emirates,"25th Match, Pool B (D/N), Napier, March 04, 2015,
ICC Cricket World Cup",Pakistan,210,8,Haris Sohail,3,0,18,0,0,0,6
2015,26th Match,4-March-2015,W.A.C.A. Ground,"Perth, Australia",Australia vs Afghanistan,"26th Match, Pool A (D/N), Perth, March 04, 2015,
ICC Cricket World Cup",Afghanistan,417,6,Dawlat Zadran,10,1,101,2,2,3,10.1
2015,26th Match,4-March-2015,W.A.C.A. Ground,"Perth, Australia",Australia vs Afghanistan,"26th Match, Pool A (D/N), Perth, March 04, 2015,
ICC Cricket World Cup",Afghanistan,417,6,Shapoor Zadran,10,0,89,2,1,2,8.9
2015,26th Match,4-March-2015,W.A.C.A. Ground,"Perth, Australia",Australia vs Afghanistan,"26th Match, Pool A (D/N), Perth, March 04, 2015,
ICC Cricket World Cup",Afghanistan,417,6,Hamid Hassan,10,0,70,1,0,1,7
2015,26th Match,4-March-2015,W.A.C.A. Ground,"Perth, Australia",Australia vs Afghanistan,"26th Match, Pool A (D/N), Perth, March 04, 2015,
ICC Cricket World Cup",Afghanistan,417,6,Mohammad Nabi,10,0,84,0,0,1,8.4
2015,26th Match,4-March-2015,W.A.C.A. Ground,"Perth, Australia",Australia vs Afghanistan,"26th Match, Pool A (D/N), Perth, March 04, 2015,
ICC Cricket World Cup",Afghanistan,417,6,Samiullah Shinwari,5,0,34,0,0,0,6.8
2015,26th Match,4-March-2015,W.A.C.A. Ground,"Perth, Australia",Australia vs Afghanistan,"26th Match, Pool A (D/N), Perth, March 04, 2015,
ICC Cricket World Cup",Afghanistan,417,6,Javed Ahmadi,4,0,18,0,0,0,4.5
2015,26th Match,4-March-2015,W.A.C.A. Ground,"Perth, Australia",Australia vs Afghanistan,"26th Match, Pool A (D/N), Perth, March 04, 2015,
ICC Cricket World Cup",Afghanistan,417,6,Nawroz Mangal,1,0,14,1,0,0,14
2015,26th Match,4-March-2015,W.A.C.A. Ground,"Perth, Australia",Australia vs Afghanistan,"26th Match, Pool A (D/N), Perth, March 04, 2015,
ICC Cricket World Cup",Australia,142,10,Mitchell Starc,6,0,18,2,0,0,3
2015,26th Match,4-March-2015,W.A.C.A. Ground,"Perth, Australia",Australia vs Afghanistan,"26th Match, Pool A (D/N), Perth, March 04, 2015,
ICC Cricket World Cup",Australia,142,10,Josh Hazlewood,8,1,25,2,0,3,3.13
2015,26th Match,4-March-2015,W.A.C.A. Ground,"Perth, Australia",Australia vs Afghanistan,"26th Match, Pool A (D/N), Perth, March 04, 2015,
ICC Cricket World Cup",Australia,142,10,Mitchell Johnson,7.3,0,22,4,0,5,3.01
2015,26th Match,4-March-2015,W.A.C.A. Ground,"Perth, Australia",Australia vs Afghanistan,"26th Match, Pool A (D/N), Perth, March 04, 2015,
ICC Cricket World Cup",Australia,142,10,Michael Clarke,5,0,14,1,0,0,2.8
2015,26th Match,4-March-2015,W.A.C.A. Ground,"Perth, Australia",Australia vs Afghanistan,"26th Match, Pool A (D/N), Perth, March 04, 2015,
ICC Cricket World Cup",Australia,142,10,Mitchell Marsh,3,0,25,0,0,1,8.33
2015,26th Match,4-March-2015,W.A.C.A. Ground,"Perth, Australia",Australia vs Afghanistan,"26th Match, Pool A (D/N), Perth, March 04, 2015,
ICC Cricket World Cup",Australia,142,10,James Faulkner,4,0,8,0,1,1,2
2015,26th Match,4-March-2015,W.A.C.A. Ground,"Perth, Australia",Australia vs Afghanistan,"26th Match, Pool A (D/N), Perth, March 04, 2015,
ICC Cricket World Cup",Australia,142,10,Glenn Maxwell,4,1,21,1,0,0,5.25
2015,27th Match,5-March-2015,Saxton Oval,"Nelson, New Zealand",Scotland vs Bangladesh,"27th Match, Pool A, Nelson, March 05, 2015,
ICC Cricket World Cup",Bangladesh,318,8,Mashrafe Mortaza,8,0,60,1,1,1,7.5
2015,27th Match,5-March-2015,Saxton Oval,"Nelson, New Zealand",Scotland vs Bangladesh,"27th Match, Pool A, Nelson, March 05, 2015,
ICC Cricket World Cup",Bangladesh,318,8,Shakib Al Hasan,10,0,46,1,0,1,4.6
2015,27th Match,5-March-2015,Saxton Oval,"Nelson, New Zealand",Scotland vs Bangladesh,"27th Match, Pool A, Nelson, March 05, 2015,
ICC Cricket World Cup",Bangladesh,318,8,Taskin Ahmed,7,0,43,3,0,2,6.14
2015,27th Match,5-March-2015,Saxton Oval,"Nelson, New Zealand",Scotland vs Bangladesh,"27th Match, Pool A, Nelson, March 05, 2015,
ICC Cricket World Cup",Bangladesh,318,8,Rubel Hossain,8,0,60,0,0,1,7.5
2015,27th Match,5-March-2015,Saxton Oval,"Nelson, New Zealand",Scotland vs Bangladesh,"27th Match, Pool A, Nelson, March 05, 2015,
ICC Cricket World Cup",Bangladesh,318,8,Mahmudullah,5,0,29,0,0,0,5.8
2015,27th Match,5-March-2015,Saxton Oval,"Nelson, New Zealand",Scotland vs Bangladesh,"27th Match, Pool A, Nelson, March 05, 2015,
ICC Cricket World Cup",Bangladesh,318,8,Sabbir Rahman,7,0,47,1,0,0,6.71
2015,27th Match,5-March-2015,Saxton Oval,"Nelson, New Zealand",Scotland vs Bangladesh,"27th Match, Pool A, Nelson, March 05, 2015,
ICC Cricket World Cup",Bangladesh,318,8,Nasir Hossain,5,0,32,2,0,0,6.4
2015,27th Match,5-March-2015,Saxton Oval,"Nelson, New Zealand",Scotland vs Bangladesh,"27th Match, Pool A, Nelson, March 05, 2015,
ICC Cricket World Cup",Scotland,322,4,Iain Wardlaw,9.1,0,75,1,0,2,8.24
2015,27th Match,5-March-2015,Saxton Oval,"Nelson, New Zealand",Scotland vs Bangladesh,"27th Match, Pool A, Nelson, March 05, 2015,
ICC Cricket World Cup",Scotland,322,4,Josh Davey,10,0,68,2,0,5,6.8
2015,27th Match,5-March-2015,Saxton Oval,"Nelson, New Zealand",Scotland vs Bangladesh,"27th Match, Pool A, Nelson, March 05, 2015,
ICC Cricket World Cup",Scotland,322,4,Alasdair Evans,10,1,67,1,0,0,6.7
2015,27th Match,5-March-2015,Saxton Oval,"Nelson, New Zealand",Scotland vs Bangladesh,"27th Match, Pool A, Nelson, March 05, 2015,
ICC Cricket World Cup",Scotland,322,4,Matt Machan,7,0,45,0,0,0,6.43
2015,27th Match,5-March-2015,Saxton Oval,"Nelson, New Zealand",Scotland vs Bangladesh,"27th Match, Pool A, Nelson, March 05, 2015,
ICC Cricket World Cup",Scotland,322,4,Majid Haq,10,0,49,0,1,1,4.9
2015,27th Match,5-March-2015,Saxton Oval,"Nelson, New Zealand",Scotland vs Bangladesh,"27th Match, Pool A, Nelson, March 05, 2015,
ICC Cricket World Cup",Scotland,322,4,Richie Berrington,2,0,18,0,0,0,9
2015,28th Match,6-March-2015,W.A.C.A. Ground,"Perth, Australia",West Indies vs India,"28th Match, Pool B (D/N), Perth, March 06, 2015,
ICC Cricket World Cup",India,182,10,Mohammed Shami,8,2,35,3,0,5,4.38
2015,28th Match,6-March-2015,W.A.C.A. Ground,"Perth, Australia",West Indies vs India,"28th Match, Pool B (D/N), Perth, March 06, 2015,
ICC Cricket World Cup",India,182,10,Umesh Yadav,10,1,42,2,0,5,4.2
2015,28th Match,6-March-2015,W.A.C.A. Ground,"Perth, Australia",West Indies vs India,"28th Match, Pool B (D/N), Perth, March 06, 2015,
ICC Cricket World Cup",India,182,10,Ravichandran Ashwin,9,0,38,1,0,1,4.22
2015,28th Match,6-March-2015,W.A.C.A. Ground,"Perth, Australia",West Indies vs India,"28th Match, Pool B (D/N), Perth, March 06, 2015,
ICC Cricket World Cup",India,182,10,Mohit Sharma,9,2,35,1,0,4,3.89
2015,28th Match,6-March-2015,W.A.C.A. Ground,"Perth, Australia",West Indies vs India,"28th Match, Pool B (D/N), Perth, March 06, 2015,
ICC Cricket World Cup",India,182,10,Ravindra Jadeja,8.2,0,27,2,0,1,3.29
2015,28th Match,6-March-2015,W.A.C.A. Ground,"Perth, Australia",West Indies vs India,"28th Match, Pool B (D/N), Perth, March 06, 2015,
ICC Cricket World Cup",West Indies,185,6,Jerome Taylor,8,0,33,2,0,1,4.13
2015,28th Match,6-March-2015,W.A.C.A. Ground,"Perth, Australia",West Indies vs India,"28th Match, Pool B (D/N), Perth, March 06, 2015,
ICC Cricket World Cup",West Indies,185,6,Jason Holder,7,0,29,0,0,1,4.14
2015,28th Match,6-March-2015,W.A.C.A. Ground,"Perth, Australia",West Indies vs India,"28th Match, Pool B (D/N), Perth, March 06, 2015,
ICC Cricket World Cup",West Indies,185,6,Kemar Roach,8,1,44,1,2,5,5.5
2015,28th Match,6-March-2015,W.A.C.A. Ground,"Perth, Australia",West Indies vs India,"28th Match, Pool B (D/N), Perth, March 06, 2015,
ICC Cricket World Cup",West Indies,185,6,Andre Russell,8,0,43,2,1,9,5.38
2015,28th Match,6-March-2015,W.A.C.A. Ground,"Perth, Australia",West Indies vs India,"28th Match, Pool B (D/N), Perth, March 06, 2015,
ICC Cricket World Cup",West Indies,185,6,Dwayne Smith,5,0,22,1,0,3,4.4
2015,28th Match,6-March-2015,W.A.C.A. Ground,"Perth, Australia",West Indies vs India,"28th Match, Pool B (D/N), Perth, March 06, 2015,
ICC Cricket World Cup",West Indies,185,6,Marlon Samuels,3.1,0,10,0,0,0,3.23
2015,29th Match,7-March-2015,Eden Park,"Auckland, New Zealand",Pakistan vs South Africa,"29th Match, Pool B (D/N), Auckland, March 07, 2015,
ICC Cricket World Cup",South Africa,222,10,Dale Steyn,10,3,30,3,0,1,3
2015,29th Match,7-March-2015,Eden Park,"Auckland, New Zealand",Pakistan vs South Africa,"29th Match, Pool B (D/N), Auckland, March 07, 2015,
ICC Cricket World Cup",South Africa,222,10,Kyle Abbott,9,0,45,2,0,1,5
2015,29th Match,7-March-2015,Eden Park,"Auckland, New Zealand",Pakistan vs South Africa,"29th Match, Pool B (D/N), Auckland, March 07, 2015,
ICC Cricket World Cup",South Africa,222,10,Morne Morkel,9.4,0,25,2,1,0,2.66
2015,29th Match,7-March-2015,Eden Park,"Auckland, New Zealand",Pakistan vs South Africa,"29th Match, Pool B (D/N), Auckland, March 07, 2015,
ICC Cricket World Cup",South Africa,222,10,Imran Tahir,9,1,38,1,0,0,4.22
2015,29th Match,7-March-2015,Eden Park,"Auckland, New Zealand",Pakistan vs South Africa,"29th Match, Pool B (D/N), Auckland, March 07, 2015,
ICC Cricket World Cup",South Africa,222,10,AB de Villiers,6,0,43,1,0,1,7.17
